"Hyponim","Hypernim","Text","Link"
"КАМИЛАВКА","Часть обряда","Этот обряд называется ""последованием с одеяние рясы и камилавки"", введение во второю степень совершается посредством обряда, называемом последование малыя схимы, а также сочетания","https://books.google.kz/books?id=c_hnCwAAQBAJ&pg=PA943&lpg=PA943&dq=%D0%BA%D0%B0%D0%BC%D0%B8%D0%BB%D0%B0%D0%B2%D0%BA%D0%B0+%26+%D1%87%D0%B0%D1%81%D1%82%D1%8C+%D0%BE%D0%B1%D1%80%D1%8F%D0%B4%D0%B0&source=bl&ots=h1Tp5L7peF&sig=ACfU3U210v6_vyxTd9CHGaQiHyAM4qdEPg&hl=ru&sa=X&ved=2ahUKEwiY2ejMhP3nAhX8ycQBHfL9AhwQ6AEwAnoECAUQAQ#v=onepage&q=%D0%BA%D0%B0%D0%BC%D0%B8%D0%BB%D0%B0%D0%B2%D0%BA%D0%B0%20%26%20%D1%87%D0%B0%D1%81%D1%82%D1%8C%20%D0%BE%D0%B1%D1%80%D1%8F%D0%B4%D0%B0&f=true"
"КАМИЛАВКА","Традиция","В греческой традиции , монахи носят простую черную камилавку, покрытую черная вуаль, но рукоположенные (как замужний , так и монашеского) носить камилавка с уплощенными коническими кра в верхней части.","https://ru.qwe.wiki/wiki/Kalimavkion"
"КАМНЕРЕЗ","Мастер"," камнерез - Мастер по обработке камня, резьбе по камню.
","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BC%D0%BD%D0%B5%D1%80%D0%B5%D0%B7"
"КАМНЕРЕЗ","Ремесленник","Ремесленниками считались не только столяры, плотники, судостроители, камнерезы, но и цирюльники, врачи, трактирщики, ветеринары и пр.","https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%B0%D0%BC%D0%BD%D0%B5%D1%80%D0%B5%D0%B7"
"КАМНЕРЕЗ","Профессия","Художник-камнерез (англ. stone carver – резчик по камню) — профессия человека занимающегося художественной обработкой цветных поделочных полудрагоценных камней, результатом которой является камнерезное изделие (камнерезная работа).","https://stonecarvers.ru/%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B0-%D0%BA%D0%B0%D0%BC%D0%BD%D0%B5%D1%80%D0%B5%D0%B7%D0%BD%D0%BE%D0%B3%D0%BE-%D0%B8%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%B0/"
"КАМНЕРЕЗ","Навык","А, ты имеешь в виду последнюю технику? Это был оружейный навык его Камнереза, “Земляная темница”. Эта техника позволяет ему на время обездвижить противника. ","https://ранобэ.рф/spetsialist-po-apgreydu-iz-drugogo-mira/glava-210-orugheynye-navyki/"
"КАМНЕРЕЗ","Искусство","Мастер камнерезного искусства (мастер-камнерез) — художник-камнерез достигший высокого мастерства в области камнерезного искусства.","https://stonecarvers.ru/%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B0-%D0%BA%D0%B0%D0%BC%D0%BD%D0%B5%D1%80%D0%B5%D0%B7%D0%BD%D0%BE%D0%B3%D0%BE-%D0%B8%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%B0/"
"КАМЫШЕВКА","Птица","камышевки - Певчая птица из семейства славковых.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%BA%D0%B0"
"КАМЫШЕВКА","Животное","Тонкоклювая камышевка из мира животных","https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BD%D0%BA%D0%BE%D0%BA%D0%BB%D1%8E%D0%B2%D0%B0%D1%8F_%D0%BA%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%BA%D0%B0"
"КАМЫШЕВКА","Трость","камышевка - Трость из индийского камыша.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%BA%D0%B0"
"КАМЫШЕВКА","Плетенка","камышевка - Плетенка из камыша в виде лопатки для выбивания пыли из мебели и платья.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%BA%D0%B0"
"КАМЫШЕВКА","Пернатый певец","Иной раз поздно вечером, на утренней заре или даже среди ночной тишины оттуда слышится замечательное пение, превосходящее своим разнообразием и чистотой голоса всех известных пернатых певцов, включая и знаменитого соловья.
Если вы не знаете птичьих голосов, то пение садовой камышевки покажется вам очень разнообразным щебетаньем, посвистыванием, щелканьем, и вы заметите лишь, что птичка каждую “фразу” (сочетание звуков) повторяет по нескольку раз подряд.","http://ecosystema.ru/08nature/birds/163.php"
"КАМЫШОВКА","Птица","камышовки - Певчая птица из семейства славковых.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%BA%D0%B0"
"КАМЫШОВКА","Животное","Тонкоклювая камышовка из мира животных","https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BD%D0%BA%D0%BE%D0%BA%D0%BB%D1%8E%D0%B2%D0%B0%D1%8F_%D0%BA%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%BA%D0%B0"
"КАМЫШОВКА","Трость","камышовка - Трость из индийского камыша.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%BA%D0%B0"
"КАМЫШОВКА","Изделие","камышовка - Плетенка из камыша в виде лопатки для выбивания пыли из мебели и платья.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BC%D1%8B%D1%88%D0%B5%D0%B2%D0%BA%D0%B0"
"КАМЫШОВКА","Пернатое","Иной раз поздно вечером, на утренней заре или даже среди ночной тишины оттуда слышится замечательное пение, превосходящее своим разнообразием и чистотой голоса всех известных пернатых певцов, включая и знаменитого соловья.
Если вы не знаете птичьих голосов, то пение садовой камышовки покажется вам очень разнообразным щебетаньем, посвистыванием, щелканьем, и вы заметите лишь, что птичка каждую “фразу” (сочетание звуков) повторяет по нескольку раз подряд.","http://ecosystema.ru/08nature/birds/163.php"
"КАНОНЕРКА","Судно","Канонерка - Небольшое военное морское судно","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BD%D0%BE%D0%BD%D0%B5%D1%80%D0%BA%D0%B0"
"КАНОНЕРКА","Корабль","Канонерка — класс небольших боевых кораблей с мощным артиллерийским вооружением, предназначенных для боевых действий на реках, озёрах и в прибрежных морских районах, охраны гаваней.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BD%D0%BE%D0%BD%D0%B5%D1%80%D0%BA%D0%B0"
"КАНОНЕРКА","Лодка","Исторически в эпоху парусного флота канонерками называли крупные лодки или небольшие парусно-гребные суда с установленным на носу одним-тремя крупными орудиями.","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%BE%D0%BD%D0%B5%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%BE%D0%B4%D0%BA%D0%B0"
"КАНОНЕРКА","Артиллерия","Артиллерия — первое вооружение для Канонерки, которое доступно игроку в самом начале игры.","https://boombeach.fandom.com/ru/wiki/%D0%90%D1%80%D1%82%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%D0%B8%D1%8F"
"КАНОНЕРКА","Флот","В русском флоте канонерки появились во время войны со Швецией 1788—1790 годов и составляли основу гребного флота.","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%BE%D0%BD%D0%B5%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%BE%D0%B4%D0%BA%D0%B0"
"КАНОНИК","Священник","Каноник -  Римско-католический соборный священник.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BD%D0%BE%D0%BD%D0%B8%D0%BA"
"КАНОНИК","священнослужитель","Каноник в католической церкви — член кафедрального либо коллегиального капитула . Термин имеет греческое происхождение — название священнослужителя , внесенного в список, канон, то есть каталог епархии .","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BD%D0%BE%D0%BD%D0%B8%D0%BA"
"КАНОНИК","Член капитула","КАНОНИК в католической и англиканской церквах член капитула.","https://поискслов.рф/wd/%D0%BA%D0%B0%D0%BD%D0%BE%D0%BD%D0%B8%D0%BA"
"КАНОНИК","Католик","Писания в церкви, а К.-пенитенциарий (по возможности избираемый из докторов канонического права или богословия) следил за дисциплиной среди прихожан, он также обладал правом снимать церковное отлучение (цензуры) со всех католиков в пределах диоцеза и с тех, кто принадлежали к диоцезу и за его пределами (CIC (1917). 398-401, 508). Определялась иерархия каноникатов и К. в них.","http://www.pravenc.ru/text/1470235.html"
"КАНОНИК","Должность","Должность каноника называется каноникатом.","https://azbyka.ru/otechnik/Lopuhin/pravoslavnaja-bogoslovskaja-entsiklopedija-ili-bogoslovskij-entsiklopedicheskij-slovar-tom-8-kalendar-biblejsko-evrejskij-i-iudejskij-karmanov-d-i/99"
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
